filename,totalBBs,averageInstPerBB,totalDynInstCount,dynIntALUCount,dynFpALUCount,dynMemCount,dynBranchCount,dynOtherCount,totalStaticInstCount,staticIntALUCont,staticFpALUCount,staticMemCount,staticBranchCount,staticOtherCount,dynStatIntALU,dynStatFpALU,dynStatMem,dynStatBranch,dynStatOther,biasBranch,unbiasBranch,loopCount,averageBBPerLoop,loopTotalStaticInstCount,averageLoopIntALU,averageLoopFpALU,averageLoopMem,averageLoopBranch,averageLoopOther,recursiveCount,numNestedLoops,numOuterNestedLoops,averageLoopDepth,averageOuterLoopDef,deepestDepth,最佳执行时间,最佳优化序列ID
00199.c,7.0,4.142857142857143,29.0,0.0,0.0,11.0,0.0,15.0,29.0,0.0,0.0,11.0,0.0,15.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.02449176798108965,33
00200.c,185.0,1.9026486486486487,3268.0,514.0,0.0,1930.0,256.0,388.0,352.0,6.0,0.0,28.0,2.0,135.0,106.143,129.0,0.0,107.667,128.0,86.333,436.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.004731754073873162,17
adpcm-test.c,134.0,10.649111940298509,7458541.0,686215.0,667932.0,3726577.0,460970.0,1376134.0,1427.0,173.0,27.0,909.0,37.0,203.0,96552.381,66695.80399999999,50310.095,86010.287,178634.0,105682.98,959020.0,42663.0,2.58781614044957,418.0,0.6243817828094601,0,1.7100532076975365,0.5087312190891404,0.5775965122002672,0.0,0.0,18.0,1.0,1.0,1.0,0.012474103015847504,32
bs.c,11.0,5.363636363636363,139.0,24.0,0.0,80.0,12.0,11.0,59.0,8.0,0.0,36.0,3.0,6.0,3.404,3.0,0.0,2.222,4.0,3.25,12.0,12.0,18.0,45.0,8.0,0,26.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05162577307783067,4
crc.c,31.0,8.741999999999999,61867.0,14499.0,0.0,21787.0,4781.0,13634.0,271.0,46.0,0.0,121.0,9.0,76.0,1101.6,1417.2759999999998,0.0,888.3140000000001,2237.286,914.87,9897.0,2050.0,16.00829268292683,126.0,7.001463414634146,0,9.009756097560976,5.998536585365854,7.009268292682926,0.0,0.0,3.0,1.0,1.0,1.0,0.03543195407837629,5
fft1.c,58.0,8.069120689655175,2247.0,72.0,476.0,1134.0,121.0,315.0,468.0,40.0,42.0,282.0,16.0,52.0,68.47800000000001,30.333,80.425,66.606,74.394,72.938,201.0,49.0,3.438775510204082,305.0,0.6122448979591837,0.30612244897959184,3.0816326530612246,0.5102040816326531,0.4489795918367347,0.0,3.0,8.0,1.364,1.375,3.0,0.03063624305650592,25
fft1k.c,34.0,8.970529411764705,1137991.0,34088.0,194049.0,658282.0,39444.0,165507.0,305.0,13.0,36.0,178.0,8.0,50.0,20661.195,9860.833,26404.905,20660.001,22876.667,20073.7,72497.0,13568.0,0,205.0,0,0,0,0,0,0.0,2.0,5.0,1.429,1.4,3.0,0.014996181009337306,36
fibcall.c,5.0,7.4,489.0,88.0,0.0,337.0,30.0,4.0,37.0,3.0,0.0,27.0,1.0,4.0,16.581,29.333,0.0,14.917,30.0,2.0,60.0,0.0,0,16.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.013871181989088655,39
fir.c,49.0,8.163306122448981,25708.0,1492.0,3586.0,14618.0,1400.0,2863.0,400.0,16.0,62.0,223.0,13.0,57.0,542.785,626.833,634.143,505.535,841.667,498.55,3035.0,114.0,27.941245614035086,201.0,0.2745789473684211,4.976333333333334,7.754385964912281,2.0,4.274578947368421,0.0,0.0,8.0,1.0,1.0,1.0,0.024794126977212727,34
insertsort.c,7.0,11.0,1799.0,262.0,0.0,1120.0,64.0,289.0,77.0,7.0,0.0,57.0,2.0,7.0,23.364,37.429,0.0,19.649,32.0,41.286,128.0,0.0,0,45.0,0,0,0,0,0,0.0,1.0,1.0,1.5,2.0,2.0,0.044879021937958896,32
jfdctint.c,14.0,35.78557142857143,4752.0,1299.0,0.0,3140.0,83.0,67.0,501.0,127.0,0.0,358.0,3.0,4.0,45.303,72.21600000000001,0.0,38.426,74.0,23.0,246.0,0.0,0,462.0,0,0,0,0,0,0.0,0.0,3.0,1.0,1.0,1.0,0.025262207025662065,28
lms.c,58.0,8.155293103448276,482584.0,38584.0,54990.0,258646.0,25828.0,66019.0,473.0,21.0,71.0,260.0,15.0,71.0,7398.547,7541.404,7297.878,6838.87,10494.667,9434.34,64142.0,203.0,12.0,237.0,0,8.0,16.0,2.0,4.0,0.0,0.0,10.0,1.0,1.0,1.0,0.02122201200108975,46
ludcmp.c,60.0,6.699683333333332,5442.0,640.0,244.0,3132.0,290.0,715.0,402.0,35.0,16.0,244.0,17.0,50.0,34.412,44.375,41.153999999999996,32.018,48.717999999999996,35.921,536.0,175.0,39.667,313.0,8.333,3.6670000000000003,48.333,12.0,11.0,0.0,6.0,4.0,1.818,2.25,3.0,0.02509116707369685,32
matmul.c,27.0,3.77762962962963,5289.0,657.0,0.0,3163.0,222.0,803.0,102.0,12.0,0.0,54.0,5.0,11.0,53.87,54.75,0.0,58.574,44.4,90.0,666.0,0.0,0,84.0,0,0,0,0,0,0.0,3.0,2.0,1.8,2.5,3.0,0.0277813239954412,30
minver.c,98.0,6.132826530612245,3644.0,374.0,110.0,2172.0,219.0,443.0,601.0,51.0,13.0,376.0,31.0,67.0,21.973,23.258,32.6,21.156,22.895,30.089,348.0,197.0,55.76903553299493,481.0,8.160553299492387,2.248730964467005,54.49238578680203,13.218274111675127,11.028573604060915,0.0,8.0,6.0,1.824,2.333,3.0,0.007706230040639639,25
qurt.c,26.0,6.7691923076923075,1072.0,122.0,140.0,540.0,106.0,34.0,176.0,3.0,26.0,109.0,8.0,16.0,17.031,40.667,13.0,14.631,27.167,10.75,188.0,48.0,16.125,41.0,2.6875,7.166666666666667,18.8125,7.166666666666667,0.8958333333333334,0.0,0.0,1.0,1.0,1.0,1.0,0.04052818694617599,30
simple.c,17.0,4.059,81126.0,14704.0,0.0,41313.0,5904.0,7401.0,69.0,10.0,0.0,37.0,4.0,6.0,1175.739,1470.4,0.0,1116.568,1476.0,1233.5,17708.0,0.0,0,55.0,0,0,0,0,0,0.0,0.0,4.0,1.0,1.0,1.0,inf,0
